證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16
03242P,玉晶光國泰94售02,"56,000",7,"11,310",0.18,0.50,0.18,0.50,+,0.3,0.33,499,0.50,49,0.00,
03243P,TPK富邦94售01,0,0,0,--,--,--,--, ,0.0,1.10,10,1.20,10,0.00,
03252P,玉晶光群益95售02,"3,000",1,"2,340",0.78,0.78,0.78,0.78,+,0.08,0.80,25,--,0,0.00,
03253P,玉晶光群益96售01,"762,000",40,"324,430",0.34,0.53,0.34,0.53,+,0.15,0.52,25,0.53,9,0.00,
03267P,玉晶光國票95售01,"263,000",6,"80,300",0.20,0.34,0.20,0.34,+,0.05,0.35,25,0.42,30,0.00,
03292P,美律中信94售01,0,0,0,--,--,--,--, ,0.0,0.10,30,0.11,30,0.00,
03296P,康控群益94售01,0,0,0,--,--,--,--, ,0.0,0.84,25,--,0,0.00,
03298P,元油2X凱基95售01,"1,000",1,"6,200",6.20,6.20,6.20,6.20,-,0.15,5.70,30,6.20,30,0.00,
03307P,元油2X元大95售03,0,0,0,--,--,--,--, ,0.0,4.21,100,--,0,0.00,
03314P,滬深2X群益96售02,"36,000",3,"22,320",0.59,0.67,0.59,0.67,+,0.13,0.73,25,0.83,10,0.00,
03334P,元油2X凱基95售02,"5,000",1,"39,750",7.95,7.95,7.95,7.95,X,0.0,8.05,30,8.55,30,0.00,
03365P,元油2X富邦98售01,0,0,0,--,--,--,--, ,0.0,4.77,10,--,0,0.00,
03366P,元油2X元大95售05,0,0,0,--,--,--,--, ,0.0,3.46,100,--,0,0.00,
03387P,元油2X元富94售02,0,0,0,--,--,--,--, ,0.0,4.47,25,--,0,0.00,
03388P,元油2X元富98售02,"5,000",4,"18,430",3.44,4.10,3.42,4.05,-,0.11,3.46,25,4.05,4,0.00,
03399P,A50正2中信94售01,"80,000",15,"36,030",0.41,0.48,0.41,0.48,+,0.15,0.49,45,0.51,10,0.00,
03412P,滬深2X群益98售01,"380,000",25,"257,150",0.62,0.76,0.62,0.76,+,0.16,0.74,26,0.77,10,0.00,
03413B,臺股指凱基94熊19,"752,000",36,"2,052,310",2.56,2.94,2.51,2.91,+,0.38,2.86,35,2.91,12,"9,717.77",
03414B,臺股指凱基99熊01,"733,000",86,"2,592,730",3.37,3.78,3.36,3.76,+,0.46,3.75,5,3.76,1,"9,717.77",
03415B,臺股指元大93熊49,"29,000",6,"91,690",2.93,3.24,2.93,3.22,+,0.36,3.23,495,3.24,10,"9,717.77",
03416B,臺股指凱基95熊05,"80,000",18,"270,550",3.23,3.60,3.22,3.53,+,0.46,3.53,30,3.58,30,"9,717.77",
03417B,臺股指凱基95熊19,"55,000",6,"197,150",3.61,3.61,3.57,3.59,X,0.0,3.58,30,3.63,30,"9,717.77",
03418B,臺股指元大95熊20,"408,000",39,"1,402,840",3.37,3.65,3.29,3.63,+,0.42,3.63,5,--,0,"9,717.77",
03418P,台積電統一94售01,"60,000",8,"7,900",0.12,0.15,0.12,0.15,+,0.05,0.06,10,0.15,20,0.00,
03419B,臺股指元富99熊03,0,0,0,--,--,--,--, ,0.0,4.96,25,4.97,25,"9,717.77",
03420B,臺股指元大95熊31,"148,000",17,"553,410",3.67,4.01,3.67,4.01,+,0.38,4.00,495,4.01,10,"9,717.77",
03421B,臺股指元大99熊01,"56,000",10,"247,570",4.37,4.68,4.37,4.68,+,0.33,4.68,495,4.69,10,"9,717.77",
03422B,臺股指凱基96熊28,"50,000",3,"204,800",4.03,4.14,4.03,4.14,+,0.33,4.09,30,4.15,30,"9,717.77",
03423B,臺股指元大94熊29,0,0,0,--,--,--,--, ,0.0,4.12,495,4.13,10,"9,717.77",
03424B,臺股指元大96熊26,0,0,0,--,--,--,--, ,0.0,4.19,495,4.20,10,"9,717.77",
03425B,臺股指元大9A熊01,"66,000",18,"308,530",4.57,4.85,4.55,4.83,+,0.43,4.84,495,4.85,10,"9,717.77",
03426B,臺股指元大95熊33,0,0,0,--,--,--,--, ,0.0,4.11,495,4.12,10,"9,717.77",
03426P,台積電兆豐93售04,"30,000",30,300,0.01,0.01,0.01,0.01,X,0.0,--,0,0.01,13,0.00,
03427B,臺股指元大9A熊02,"1,000",1,"4,930",4.93,4.93,4.93,4.93,+,0.07,4.99,495,5.00,10,"9,717.77",
03427P,滬深2X中信94售02,"490,000",17,"166,200",0.28,0.36,0.28,0.33,+,0.08,0.40,30,0.50,10,0.00,
03428B,臺股指凱基97熊18,0,0,0,--,--,--,--, ,0.0,4.49,30,4.54,30,"9,717.77",
03428P,道瓊指中信94售02,"132,000",16,"166,330",1.48,1.60,1.16,1.60,+,0.02,1.31,10,1.60,19,0.00,
03429B,臺股指元富97熊07,0,0,0,--,--,--,--, ,0.0,4.74,25,4.75,25,"9,717.77",
03430B,臺股指元大9B熊01,"179,000",30,"721,260",3.92,4.23,3.87,4.23,+,0.39,4.22,495,4.23,3,"9,717.77",
03431B,元油2X凱基9B熊03,0,0,0,--,--,--,--, ,0.0,4.43,30,--,0,4.03,
03432B,臺股指凱基98熊13,0,0,0,--,--,--,--, ,0.0,4.19,30,4.24,30,"9,717.77",
03432P,鴻海凱基93售11,0,0,0,--,--,--,--, ,0.0,--,0,0.01,50,0.00,
03433B,臺股指元大9C熊01,"77,000",13,"317,750",3.92,4.25,3.92,4.25,+,0.44,4.25,495,4.26,10,"9,717.77",
03434B,臺股指元大99熊10,"327,000",39,"997,140",2.94,3.25,2.94,3.25,X,0.0,3.24,498,3.25,3,"9,717.77",
03436P,力成凱基93售03,0,0,0,--,--,--,--, ,0.0,--,0,0.10,20,0.00,
03437P,欣興群益93售02,0,0,0,--,--,--,--, ,0.0,0.38,25,0.48,10,0.00,
03438P,群創群益98售03,"369,000",15,"107,110",0.32,0.32,0.28,0.29,-,0.01,0.33,25,0.35,10,0.00,
03441P,友達國泰93售03,0,0,0,--,--,--,--, ,0.0,--,0,0.03,10,0.00,
03444P,裕隆統一93售02,0,0,0,--,--,--,--, ,0.0,1.76,108,1.86,10,0.00,
03446P,南亞科統一93售02,0,0,0,--,--,--,--, ,0.0,0.35,10,--,0,0.00,
03449P,臺股指統一93售05,0,0,0,--,--,--,--, ,0.0,0.77,498,--,0,0.00,
03450P,元油2X元富98售05,0,0,0,--,--,--,--, ,0.0,4.73,25,--,0,0.00,
03454P,元油2X元大95售06,0,0,0,--,--,--,--, ,0.0,2.96,100,--,0,0.00,
03463P,正文國票93售01,0,0,0,--,--,--,--, ,0.0,0.05,25,--,0,0.00,
03481P,聯茂凱基93售05,"31,000",1,"20,770",0.67,0.67,0.67,0.67,-,0.56,1.21,83,1.31,10,0.00,
03492P,大立光國泰94售04,0,0,0,--,--,--,--, ,0.0,0.08,50,0.20,10,0.00,
03497P,滬深2X元富95售02,"220,000",6,"250,430",1.10,1.36,1.07,1.36,+,0.28,1.36,24,1.46,10,0.00,
03498P,國巨元富94售01,"50,000",1,"1,000",0.02,0.02,0.02,0.02, ,0.0,0.03,50,0.04,20,0.00,
03501P,緯穎元富94售01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.10,10,0.00,
03517P,臺股指元大93售13,"710,000",8,"207,200",0.32,0.38,0.24,0.38,-,0.36,0.45,100,0.55,10,0.00,
03518P,臺股指元大93售14,0,0,0,--,--,--,--, ,0.0,0.78,100,0.88,10,0.00,
03519P,臺股指元大93售15,0,0,0,--,--,--,--, ,0.0,0.56,100,--,0,0.00,
03520P,臺股指元大93售16,"76,000",9,"95,550",1.02,1.90,0.91,1.90,-,0.17,1.91,100,2.01,10,0.00,
03525P,和大國票93售01,0,0,0,--,--,--,--, ,0.0,0.42,25,--,0,0.00,
03526P,大立光國票93售01,0,0,0,--,--,--,--, ,0.0,0.22,25,--,0,0.00,
035274,華新台新97購01,0,0,0,--,--,--,--, ,0.0,0.04,10,0.07,10,0.00,
035275,台積電台新97購01,"218,000",54,"3,322,600",17.20,17.20,12.80,12.80,-,1.5,12.60,1,12.80,1,0.00,
035276,南亞科台新97購01,"8,000",5,"33,750",5.20,5.20,3.78,3.78,-,0.66,3.65,10,3.75,10,0.00,
035277,景碩台新97購01,"124,000",10,"183,620",1.75,1.75,1.25,1.38,-,0.22,1.25,10,1.26,10,0.00,
03527P,大立光國票93售02,0,0,0,--,--,--,--, ,0.0,0.01,25,--,0,0.00,
03528P,超眾國票93售02,0,0,0,--,--,--,--, ,0.0,1.18,25,--,0,0.00,
03543P,T50正2中信95售02,"308,000",16,"168,890",0.48,0.80,0.48,0.80,+,0.38,0.66,100,0.80,5,0.00,
03544P,貿聯國票93售01,0,0,0,--,--,--,--, ,0.0,2.55,25,--,0,0.00,
03546P,上銀兆豐93售03,0,0,0,--,--,--,--, ,0.0,0.49,10,0.50,10,0.00,
03553P,上銀富邦94售01,0,0,0,--,--,--,--, ,0.0,0.68,10,0.78,10,0.00,
03555P,台積電富邦95售01,"1,147,000",28,"44,380",0.04,0.04,0.02,0.04, ,0.0,0.03,41,0.04,6,0.00,
03557P,大立光元大93售12,"207,000",20,"54,310",0.17,0.36,0.16,0.35,+,0.11,--,0,--,0,0.00,
03560P,中鋼中信94售02,"3,000",3,"5,160",1.71,1.74,1.71,1.74,+,0.15,1.67,30,1.70,10,0.00,
03561P,聯發科中信93售02,"2,000",1,180,0.09,0.09,0.09,0.09,-,0.14,0.28,30,0.30,30,0.00,
03563P,鴻海群益93售03,0,0,0,--,--,--,--, ,0.0,0.03,25,0.07,100,0.00,
03564P,致茂群益94售01,"26,000",4,"24,480",0.69,1.01,0.69,1.01,+,0.21,0.95,25,1.03,10,0.00,
03566P,群創群益96售01,"1,000",1,700,0.70,0.70,0.70,0.70,X,0.0,0.80,25,0.85,10,0.00,
03567P,百和群益94售02,0,0,0,--,--,--,--, ,0.0,3.40,25,3.50,10,0.00,
03576P,聯發科統一94售02,"167,000",10,"108,020",0.60,1.04,0.60,1.04,+,0.47,1.04,996,--,0,0.00,
03583P,聯發科富邦94售02,0,0,0,--,--,--,--, ,0.0,0.70,10,0.80,10,0.00,
03591P,中環中信94售01,0,0,0,--,--,--,--, ,0.0,2.30,30,--,0,0.00,
03595P,智易群益94售01,0,0,0,--,--,--,--, ,0.0,1.03,25,1.09,10,0.00,
03602C,臺股指元大93牛01,0,0,0,--,--,--,--, ,0.0,0.92,495,0.93,10,"9,717.77",
03603P,群創凱基98售04,"1,000",1,"1,070",1.07,1.07,1.07,1.07,-,0.13,1.19,85,1.21,10,0.00,
03604P,群創凱基98售05,"10,000",1,"9,100",0.91,0.91,0.91,0.91,+,0.03,0.90,100,0.92,10,0.00,
03607P,滬深2X富邦95售01,0,0,0,--,--,--,--, ,0.0,1.96,10,2.06,10,0.00,
036084,台灣50台新98購01,0,0,0,--,--,--,--, ,0.0,3.15,2,4.80,5,0.00,
03612C,臺股指元大95牛01,"506,000",21,"481,010",0.93,0.99,0.73,0.73,-,0.25,0.73,5,0.75,10,"9,717.77",
03615C,臺股指元大94牛01,"281,000",34,"402,180",1.45,1.54,1.19,1.19,-,0.38,1.18,495,--,0,"9,717.77",
03618C,高股息凱基95牛01,"36,000",12,"51,800",1.42,1.49,1.42,1.42,-,0.03,1.28,79,1.38,30,24.41,
03619C,臺股指元大95牛02,"796,000",108,"1,328,100",1.77,1.86,1.50,1.52,-,0.4,1.51,497,1.52,4,"9,717.77",
03623P,台積電群益93售03,0,0,0,--,--,--,--, ,0.0,--,0,0.01,445,0.00,
03626P,可成兆豐93售03,0,0,0,--,--,--,--, ,0.0,0.22,10,0.23,10,0.00,
03627P,大立光兆豐93售03,0,0,0,--,--,--,--, ,0.0,0.12,10,0.13,10,0.00,
03630C,臺股指元富93牛02,"10,000",1,"15,900",1.59,1.59,1.59,1.59,+,0.19,1.38,25,1.41,10,"9,717.77",
03631P,鴻海凱基93售13,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,0.00,
03632C,臺股指元大95牛03,"395,000",16,"349,750",0.85,1.02,0.68,0.68,-,0.49,0.68,30,0.93,24,"9,717.77",
03633C,臺股指凱基93牛19,0,0,0,--,--,--,--, ,0.0,0.20,100,0.30,30,"9,717.77",
03635C,滬深2X元富99牛01,"103,000",5,"182,060",1.87,1.87,1.72,1.72,-,0.02,1.57,26,1.59,25,14.68,
03637C,臺股指凱基94牛18,"30,000",3,"11,400",0.49,0.50,0.15,0.15,-,0.04,0.05,100,0.15,30,"9,717.77",
03638C,T50反1元大94牛03,"336,000",20,"639,810",1.70,1.97,1.69,1.97,+,0.31,1.97,80,1.98,10,12.20,
03638P,嘉晶凱基93售03,0,0,0,--,--,--,--, ,0.0,0.14,100,0.15,10,0.00,
03639P,祥碩凱基93售05,0,0,0,--,--,--,--, ,0.0,0.07,100,0.17,10,0.00,
03640P,百和凱基93售05,0,0,0,--,--,--,--, ,0.0,1.83,55,1.85,10,0.00,
03647C,T50反1元富99牛02,"1,109,000",12,"4,269,740",3.79,4.07,3.79,4.05,+,0.4,4.12,25,4.13,25,12.20,
03647P,京元電元富95售02,"80,000",15,"109,220",1.26,1.50,1.25,1.43,+,0.08,1.46,25,1.47,10,0.00,
03648C,T50反1元大96牛07,"190,000",19,"647,400",3.38,3.52,3.37,3.51,X,0.0,3.64,100,3.65,10,12.20,
03649C,T50反1凱基99牛05,"250,000",6,"736,000",2.88,3.05,2.86,3.05,X,0.0,3.00,34,3.10,30,12.20,
03649P,聯發科國泰93售02,0,0,0,--,--,--,--, ,0.0,0.48,499,--,0,0.00,
03650C,T50反1元大98牛05,"178,000",20,"624,690",3.30,3.61,3.30,3.61,+,0.3,3.75,100,3.76,10,12.20,
03650P,群創國泰93售03,0,0,0,--,--,--,--, ,0.0,0.37,499,--,0,0.00,
03652C,臺股指元大03牛01,"1,622,000",68,"682,440",0.52,0.54,0.22,0.30,-,0.23,0.28,65,0.30,9,"9,717.77",
03657C,T50反1元大99牛01,"5,000",1,"16,600",3.32,3.32,3.32,3.32,-,0.13,3.67,100,3.68,10,12.20,
03658C,T50反1元大9A牛02,"135,000",14,"494,200",3.64,3.72,3.63,3.72,-,0.16,3.90,100,3.91,10,12.20,
03660P,台積電中信93售01,0,0,0,--,--,--,--, ,0.0,--,0,0.02,10,0.00,
036628,統一台新99購01,"7,000",3,"14,130",2.02,2.03,2.00,2.00,-,0.03,1.99,1,2.00,9,0.00,
036629,智邦台新99購01,0,0,0,--,--,--,--, ,0.0,14.90,10,--,0,0.00,
03662C,FBVIX凱基03牛01,"58,000",9,"391,400",6.75,6.90,6.55,6.85,+,1.0,6.90,30,6.95,30,9.27,
036630,玉山金台新99購01,"94,000",2,"442,930",4.90,4.90,4.71,4.71,-,0.06,4.41,10,4.51,10,0.00,
03664C,臺股指元大05牛01,"696,000",31,"521,440",0.90,1.00,0.56,0.59,-,0.46,0.56,15,0.65,15,"9,717.77",
03667P,鴻海凱基93售14,0,0,0,--,--,--,--, ,0.0,--,0,0.01,90,0.00,
03668C,臺股指元大03牛02,"81,000",16,"83,260",0.99,1.60,0.79,0.79,-,0.23,0.73,1,0.79,8,"9,717.77",
03669C,滬深2X元富09牛01,"67,000",6,"212,150",3.15,3.19,3.05,3.07,-,0.17,2.91,25,2.92,25,14.68,
03670C,元油2X元富99牛01,"75,000",8,"127,510",1.67,1.75,1.63,1.64,+,0.28,1.63,25,1.64,23,4.03,
03671C,元油2X元大03牛01,"3,000",2,"9,530",3.24,3.24,3.05,3.05,-,0.41,3.10,30,3.20,10,4.03,
03671P,大立光凱基95售02,"270,000",3,"235,800",0.80,0.92,0.80,0.92,X,0.0,0.98,100,0.99,10,0.00,
03676P,大立光國泰93售03,0,0,0,--,--,--,--, ,0.0,0.17,10,--,0,0.00,
03686P,大立光統一98售02,"747,000",27,"619,930",0.75,1.05,0.65,1.00,-,0.02,0.90,6,1.00,3,0.00,
03708P,鴻海亞東93售01,0,0,0,--,--,--,--, ,0.0,0.06,10,--,0,0.00,
03712P,京元電統一93售02,0,0,0,--,--,--,--, ,0.0,0.86,10,0.96,10,0.00,
03720P,元油2X富邦95售01,0,0,0,--,--,--,--, ,0.0,7.95,10,--,0,0.00,
03737P,臺股指中信95售01,"2,119,000",19,"196,670",0.05,0.18,0.05,0.15,+,0.12,0.12,50,0.15,2,0.00,
03740P,奇鋐群益94售01,0,0,0,--,--,--,--, ,0.0,1.18,25,1.28,10,0.00,
03751P,旺宏富邦95售01,"31,000",2,"10,720",0.32,0.36,0.32,0.36,-,0.05,0.45,10,0.49,10,0.00,
03763P,聯發科元富96售01,"255,000",26,"255,800",0.80,1.20,0.74,1.20,+,0.49,1.15,25,1.25,10,0.00,
03765P,大立光元富96售01,"90,000",2,"77,600",0.88,0.88,0.86,0.86,+,0.21,0.68,10,1.00,1,0.00,
03777P,華通中信95售01,"90,000",4,"22,950",0.23,0.28,0.23,0.28,+,0.03,0.33,30,0.35,30,0.00,
037839,T50反1群益93購01,0,0,0,--,--,--,--, ,0.0,0.01,25,0.03,30,12.20,
03786P,鴻海群益94售02,"8,000",2,110,0.01,0.02,0.01,0.02,-,0.03,0.02,122,0.10,10,0.00,
03787P,台積電群益94售02,0,0,0,--,--,--,--, ,0.0,--,0,--,0,0.00,
03788P,聯發科群益94售02,0,0,0,--,--,--,--, ,0.0,0.51,25,0.61,10,0.00,
03799P,京元電元大94售01,0,0,0,--,--,--,--, ,0.0,1.42,100,1.44,10,0.00,
03808P,旺宏國泰94售02,0,0,0,--,--,--,--, ,0.0,0.12,10,0.13,10,0.00,
038095,T50反1群益93購02,"1,205,000",72,"118,600",0.10,0.12,0.08,0.10,+,0.03,0.05,739,0.10,216,12.20,
03810P,大立光富邦98售01,"3,000",1,"2,700",0.90,0.90,0.90,0.90,+,0.09,1.00,10,1.05,10,0.00,
03821P,上海銀統一95售01,0,0,0,--,--,--,--, ,0.0,1.67,108,1.77,10,0.00,
03824P,燿華元大94售01,0,0,0,--,--,--,--, ,0.0,2.79,10,--,0,0.00,
03826P,瀚宇博元大95售01,"60,000",4,"92,700",1.49,1.60,1.49,1.60,-,0.04,1.74,100,1.76,10,0.00,
03827P,矽創國票94售01,0,0,0,--,--,--,--, ,0.0,1.32,25,--,0,0.00,
03828P,致茂中信95售01,"42,000",4,"58,920",1.36,1.44,1.36,1.44,-,0.08,1.52,30,1.54,30,0.00,
03829P,元大金中信95售01,0,0,0,--,--,--,--, ,0.0,0.30,30,0.32,10,0.00,
03830P,緯創中信95售01,0,0,0,--,--,--,--, ,0.0,0.62,30,0.63,30,0.00,
03831P,臺股指中信95售02,"6,000",3,"5,690",0.91,1.10,0.91,1.10,+,0.16,1.27,499,1.30,1,0.00,
03832P,臺股指中信95售03,0,0,0,--,--,--,--, ,0.0,1.51,499,3.35,100,0.00,
03840P,台積電統一99售02,"2,201,000",153,"1,319,360",0.55,0.78,0.55,0.69, ,0.0,0.69,54,0.78,273,0.00,
038455,群臺反群益94購01,"505,000",13,"55,870",0.02,0.17,0.02,0.10,+,0.07,0.03,200,0.09,100,8.21,
038489,T50反1台新9A購01,"823,000",72,"621,220",0.60,0.90,0.60,0.90,+,0.3,0.90,1,0.95,10,0.00,
03857P,聯發科元富99售02,"1,368,000",32,"984,340",0.70,0.90,0.63,0.90,+,0.23,0.90,4,0.92,10,0.00,
03860P,群創元富97售01,"52,000",6,"64,220",1.13,1.32,1.13,1.32,-,0.02,1.32,25,1.33,25,0.00,
03861P,群創元富99售01,"160,000",3,"132,200",0.80,0.88,0.80,0.88,+,0.06,0.92,25,0.93,25,0.00,
03874P,臺股指群益95售01,0,0,0,--,--,--,--, ,0.0,4.31,499,--,0,0.00,
03875P,滬深2X國票05售01,0,0,0,--,--,--,--, ,0.0,0.94,25,1.04,10,0.00,
03877P,台光電國票94售01,0,0,0,--,--,--,--, ,0.0,0.09,25,0.19,10,0.00,
03885P,華新科統一96售01,"20,000",2,"14,500",0.70,0.75,0.70,0.75,+,0.15,0.75,996,0.85,10,0.00,
03889P,國巨國泰94售04,0,0,0,--,--,--,--, ,0.0,0.01,10,0.04,164,0.00,
03890P,聯詠國泰94售02,"18,000",2,"6,840",0.38,0.38,0.38,0.38,+,0.02,0.49,10,0.59,10,0.00,
03891P,晶技國泰94售02,0,0,0,--,--,--,--, ,0.0,0.12,499,0.13,10,0.00,
03892P,元油2X中信95售01,0,0,0,--,--,--,--, ,0.0,4.15,10,--,0,0.00,
03894P,鴻海凱基94售05,0,0,0,--,--,--,--, ,0.0,0.02,100,0.10,10,0.00,
03896P,長榮航凱基95售01,"245,000",21,"798,930",3.10,3.50,3.10,3.50,+,0.64,3.40,30,3.50,30,0.00,
03899P,滬深2X群益95售03,0,0,0,--,--,--,--, ,0.0,1.55,25,1.65,10,0.00,
03902P,義隆國票94售01,0,0,0,--,--,--,--, ,0.0,0.46,25,0.56,10,0.00,
03907P,易華電國泰94售03,0,0,0,--,--,--,--, ,0.0,3.22,10,--,0,0.00,
03917P,鴻海凱基94售07,"76,000",8,"17,320",0.23,0.23,0.22,0.23,-,0.25,0.30,100,0.34,10,0.00,
039212,台達電台新9A購01,"57,000",10,"17,060",0.30,0.33,0.27,0.27,-,0.03,0.26,10,0.28,10,0.00,
03921P,亞光凱基94售01,"5,000",1,"9,100",1.82,1.82,1.82,1.82,+,0.17,1.95,52,2.05,10,0.00,
03927P,旺宏台新94售01,0,0,0,--,--,--,--, ,0.0,0.83,10,0.90,10,0.00,
03935P,可成富邦95售01,"23,000",2,"24,680",1.06,1.12,1.06,1.12,-,0.12,1.12,5,1.18,10,0.00,
03939P,康控元大95售02,0,0,0,--,--,--,--, ,0.0,1.20,10,--,0,0.00,
03945P,欣興群益94售01,0,0,0,--,--,--,--, ,0.0,2.90,25,--,0,0.00,
03947P,新光金國泰94售01,0,0,0,--,--,--,--, ,0.0,1.33,499,1.42,15,0.00,
03951P,新光金凱基95售01,"90,000",23,"97,950",1.01,1.17,1.01,1.16,+,0.06,1.17,86,1.20,10,0.00,
03953P,易華電凱基94售01,"10,000",2,"37,000",3.70,3.70,3.70,3.70,X,0.0,4.18,24,--,0,0.00,
039550,滬深反凱基94購01,"131,000",12,"13,980",0.10,0.13,0.08,0.13,+,0.03,0.11,100,0.13,30,12.47,
03957P,創意統一94售02,0,0,0,--,--,--,--, ,0.0,1.65,10,1.75,10,0.00,
03959P,義隆元富96售01,"45,000",7,"64,430",1.33,1.62,1.33,1.62,+,0.05,1.59,25,1.62,70,0.00,
03960P,新日興元富96售02,"256,000",18,"408,250",1.48,1.77,1.45,1.77,+,0.1,1.77,25,--,0,0.00,
03965P,上銀國票94售01,0,0,0,--,--,--,--, ,0.0,0.06,25,0.16,10,0.00,
03969P,華新科國票94售01,0,0,0,--,--,--,--, ,0.0,0.25,25,0.35,10,0.00,
03975P,大立光元大94售02,"20,000",2,"5,200",0.26,0.26,0.26,0.26,X,0.0,--,0,--,0,0.00,
03980P,群創凱基95售02,"5,000",1,"2,300",0.46,0.46,0.46,0.46,-,0.13,0.55,100,0.57,10,0.00,
03982P,智易國票94售02,0,0,0,--,--,--,--, ,0.0,2.19,25,2.29,10,0.00,
03993P,滬深2X中信94售03,"75,000",8,"115,600",1.46,1.67,1.43,1.67,+,0.33,1.70,30,1.71,10,0.00,
03995P,滬深2X國泰95售01,0,0,0,--,--,--,--, ,0.0,2.16,10,2.26,10,0.00,
03996P,旺宏國泰95售01,"182,000",7,"153,070",0.80,1.10,0.76,1.10,+,0.24,1.10,10,1.12,10,0.00,
03999P,鴻海凱基94售11,"963,000",48,"433,880",0.55,0.62,0.35,0.55,+,0.23,0.59,100,0.65,10,0.00,
04003P,麗豐凱基94售03,"141,000",10,"209,340",1.39,1.58,1.39,1.48,-,0.24,1.55,65,1.56,10,0.00,
04006P,滬深2X國票9B售01,0,0,0,--,--,--,--, ,0.0,1.40,25,1.50,10,0.00,
040160,SP黃豆元富95購01,"20,000",1,"1,200",0.06,0.06,0.06,0.06,X,0.0,0.06,31,0.14,20,13.60,
040215,上証反凱基95購01,"142,000",4,"26,740",0.18,0.19,0.17,0.19,-,0.01,0.17,113,0.19,30,6.20,
04022P,群創元富96售04,0,0,0,--,--,--,--, ,0.0,1.35,25,1.40,25,0.00,
04023P,臺股指元富99售02,"619,000",72,"1,073,180",1.11,2.00,1.10,1.90,+,0.79,1.90,17,1.95,1,0.00,
04025P,宏達電國泰94售01,"23,000",4,"29,330",1.22,1.37,1.22,1.37,+,0.11,1.60,10,1.68,15,0.00,
04028P,燿華凱基94售02,"65,000",5,"164,200",2.44,2.58,2.44,2.58,+,0.19,3.23,31,3.33,10,0.00,
04032P,聯茂凱基94售02,0,0,0,--,--,--,--, ,0.0,1.49,68,1.59,10,0.00,
040380,SP黃豆元富95購02,0,0,0,--,--,--,--, ,0.0,0.05,50,0.15,20,13.60,
040381,元金2X元富95購01,"1,000",1,"2,630",2.63,2.63,2.63,2.63,X,0.0,2.49,25,2.59,10,22.69,
04041P,大立光統一94售03,0,0,0,--,--,--,--, ,0.0,1.15,10,1.25,10,0.00,
04047P,華邦電元大94售03,0,0,0,--,--,--,--, ,0.0,4.51,100,4.61,10,0.00,
04049P,大立光元大95售02,"956,000",77,"922,160",0.82,1.20,0.81,1.10,+,0.3,1.09,20,1.10,5,0.00,
04051P,友達中信94售02,"6,000",6,"3,830",0.67,0.67,0.59,0.60,-,0.19,0.63,30,0.73,10,0.00,
04052P,上銀國泰94售01,"160,000",11,"184,290",1.13,1.59,1.13,1.59,+,0.47,1.55,10,1.65,15,0.00,
04053P,聯茂國泰94售01,0,0,0,--,--,--,--, ,0.0,1.66,10,1.74,15,0.00,
04054P,滬深2X富邦96售02,0,0,0,--,--,--,--, ,0.0,3.67,10,3.77,10,0.00,
04055P,奇力新群益93售04,0,0,0,--,--,--,--, ,0.0,0.03,25,0.13,10,0.00,
04056P,臺股指群益93售10,0,0,0,--,--,--,--, ,0.0,0.44,499,--,0,0.00,
040578,SP黃豆元富95購03,0,0,0,--,--,--,--, ,0.0,0.05,50,0.15,20,13.60,
04057P,臺股指群益93售11,0,0,0,--,--,--,--, ,0.0,1.88,499,--,0,0.00,
04058P,臺股指群益93售12,0,0,0,--,--,--,--, ,0.0,5.10,499,--,0,0.00,
04059P,臺股指群益93售13,0,0,0,--,--,--,--, ,0.0,6.45,499,--,0,0.00,
04060P,臺股指群益93售14,0,0,0,--,--,--,--, ,0.0,5.65,499,--,0,0.00,
04061P,臺股指群益93售15,0,0,0,--,--,--,--, ,0.0,6.60,499,--,0,0.00,
04062P,可成兆豐93售04,0,0,0,--,--,--,--, ,0.0,0.97,10,1.06,10,0.00,
04063P,臺股指兆豐93售02,0,0,0,--,--,--,--, ,0.0,2.77,10,--,0,0.00,
04064P,臺股指兆豐93售03,"10,000",1,"32,000",3.20,3.20,3.20,3.20,+,1.94,3.12,10,--,0,0.00,
04065P,台積電凱基93售20,0,0,0,--,--,--,--, ,0.0,--,0,0.02,76,0.00,
04066P,京元電凱基93售02,0,0,0,--,--,--,--, ,0.0,0.30,100,0.40,10,0.00,
04067P,聯發科凱基93售24,0,0,0,--,--,--,--, ,0.0,2.48,41,2.55,10,0.00,
04068P,大立光凱基93售27,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,0.00,
04069P,聯詠凱基93售05,0,0,0,--,--,--,--, ,0.0,--,0,0.10,10,0.00,
04070P,臺股指凱基93售06,"30,000",2,"33,000",1.10,1.10,1.10,1.10,-,1.27,1.92,53,--,0,0.00,
04071P,臺股指凱基93售07,"210,000",26,"469,960",1.23,3.51,1.23,3.51,+,2.42,3.72,30,--,0,0.00,
04072P,臺股指凱基93售08,"40,000",1,"154,000",3.85,3.85,3.85,3.85,+,2.21,4.36,30,--,0,0.00,
